id,created_at,updated_at,name,innoforest_company_code,thevc_company_code,note,business_number,business_category
371,2025-03-06 10:25:28.022 +0900,2025-03-06 10:25:28.050 +0900,콜버스랩,CP00000844,,,,"카쉐어링/차량공유,B2B,B2C,렌탈/대여,APP,WEB,상품/하드웨어,공유경제/긱이코노미,대중교통,부동산중개,임대,"
372,2025-03-06 10:25:29.024 +0900,2025-03-06 10:25:29.048 +0900,휴레이포지티브,CP00000158,,,,"디지털헬스케어,바이오/의료,원격진료,B2C,플랫폼/마켓플레이스,SaaS/엔터프라이즈,APP,소프트웨어,교육/컨설팅/용역,O2O,비대면/무인시스템/Untact,"
373,2025-03-06 10:25:29.603 +0900,2025-03-06 10:25:29.627 +0900,비주얼,CP00000112,,,,"이커머스,쥬얼리,B2C,플랫폼/마켓플레이스,APP,O2O,"
374,2025-03-06 10:25:30.282 +0900,2025-03-06 10:25:30.316 +0900,피플벤처스,CP00011118,,,,"기타예술,SNS,커뮤니티,B2C,플랫폼/마켓플레이스,APP,비대면/무인시스템/Untact,"
375,2025-03-06 10:25:30.791 +0900,2025-03-06 10:25:30.815 +0900,수퍼트리,CP00000186,,,,"캐주얼게임,블록체인기술,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,WEB,콘텐츠,기타DeepTech,"
376,2025-03-06 10:25:31.549 +0900,2025-03-06 10:25:31.574 +0900,한국시니어연구소,CP00000133,,,,"요양,간호,B2C,시니어/실버,플랫폼/마켓플레이스,용역,WEB,교육/컨설팅/용역,O2O,"
377,2025-03-06 10:25:32.476 +0900,2025-03-06 10:25:32.501 +0900,코드스테이츠,CP00002750,,,,"성인실무교육,코딩,블록체인기술,인공지능,기타기술,B2C,콘텐츠,교육/컨설팅/용역,비대면/무인시스템/Untact,에듀테크,프로그래밍개발,"
378,2025-03-06 10:25:33.095 +0900,2025-03-06 10:25:33.119 +0900,펫피플,CP00002223,,,,"펫케어/펫테크,APP,WEB,소프트웨어,B2C,플랫폼/마켓플레이스,O2O,"
379,2025-03-06 10:25:33.637 +0900,2025-03-06 10:25:33.662 +0900,엠피에이지,CP00000229,,,,"음악,이커머스,큐레이션,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,콘텐츠,"
380,2025-03-06 10:25:34.114 +0900,2025-03-06 10:25:34.140 +0900,시나몬,CP00001787,,,,"미디어,B2C,플랫폼/마켓플레이스,WEB,콘텐츠,"
381,2025-03-06 10:25:34.595 +0900,2025-03-06 10:25:34.620 +0900,언더독스,CP00001260,,,,"창업,빅데이터,B2B,B2C,플랫폼/마켓플레이스,SaaS/엔터프라이즈,APP,WEB,교육/컨설팅/용역,비대면/무인시스템/Untact,"
382,2025-03-06 10:25:35.172 +0900,2025-03-06 10:25:35.196 +0900,디노티시아,CP00019633,,,,"인공지능,데이터,B2B,딥러닝/머신러닝,"
383,2025-03-06 10:25:35.909 +0900,2025-03-06 10:25:35.933 +0900,제트에이아이,CP00012362,,,,"인공지능,딥러닝/머신러닝,프로그래밍개발,B2B,SaaS/엔터프라이즈,소프트웨어,데이터/API,CRM,"
384,2025-03-06 10:25:36.603 +0900,2025-03-06 10:25:36.649 +0900,스테이폴리오,CP00002268,,,,"APP,WEB,숙박,여행정보,B2C,플랫폼/마켓플레이스,O2O,"
385,2025-03-06 10:25:37.076 +0900,2025-03-06 10:25:37.100 +0900,더휴식,CP00012808,,,,"숙박,건축,설계,인테리어,리모델링,B2B,교육/컨설팅/용역,"
386,2025-03-06 10:25:37.579 +0900,2025-03-06 10:25:37.611 +0900,블래스트,CP00011153,,,,"애니메이션,디자인,미디어,영상/비디오,한류/K-POP/K-Contents,VR/AR,B2B,상품판매/브랜드/하드웨어,콘텐츠,"
387,2025-03-06 10:25:38.066 +0900,2025-03-06 10:25:38.098 +0900,고퀄,CP00002304,,,,"IoT,가전,인공지능,소프트웨어,WEB,데이터/API,비대면/무인시스템/Untact,"
388,2025-03-06 10:25:38.534 +0900,2025-03-06 10:25:38.557 +0900,수퍼게이트,CP00011743,,,,"제조기술,소부장,반도체,부품,인공지능,B2B,상품판매/브랜드/하드웨어,상품/하드웨어,공정/자재/설비,"
389,2025-03-06 10:25:38.988 +0900,2025-03-06 10:25:39.017 +0900,타운즈,CP00002877,,,,"카쉐어링/차량공유,B2C,플랫폼/마켓플레이스,렌탈/대여,APP,공유경제/긱이코노미,O2O,"
390,2025-03-06 10:25:39.615 +0900,2025-03-06 10:25:39.639 +0900,스마트푸드네트웍스,CP00012903,,,,"물류솔루션,풀필먼트,콜드체인,B2B,소프트웨어,공간,O2O,"
391,2025-03-06 10:25:40.098 +0900,2025-03-06 10:25:40.123 +0900,코딧,CP00002108,,,,"법률,데이터,빅데이터,플랫폼/마켓플레이스,여성창업 ,"
392,2025-03-06 10:25:41.036 +0900,2025-03-06 10:25:41.060 +0900,스터닝,CP00010055,,,,"APP,WEB,구인구직/채용,아웃소싱,재능공유,디자인,B2C,플랫폼/마켓플레이스,검색/검색엔진,"
393,2025-03-06 10:25:41.653 +0900,2025-03-06 10:25:41.678 +0900,마이플레이컴퍼니,CP00002624,,,,"스포츠/운동,플랫폼/마켓플레이스,렌탈/대여,공간,공유경제/긱이코노미,O2O,B2C,WEB,"
394,2025-03-06 10:25:42.385 +0900,2025-03-06 10:25:42.413 +0900,인포그린,CP00002677,,,,"육아정보,유아용품,출산,B2C,APP,데이터/API,"
395,2025-03-06 10:25:42.931 +0900,2025-03-06 10:25:42.955 +0900,딥서치,CP00000176,,,,"주식/증권,마이데이터,인공지능,빅데이터,검색/검색엔진,B2B,B2C,SaaS/엔터프라이즈,구독,WEB,소프트웨어,"
396,2025-03-06 10:25:43.393 +0900,2025-03-06 10:25:43.416 +0900,에임,CP00000023,,,,"자산관리,인공지능,B2C,SaaS/엔터프라이즈,용역,APP,교육/컨설팅/용역,금융상품,"
397,2025-03-06 10:25:43.821 +0900,2025-03-06 10:25:43.846 +0900,블루엘리펀트,CP00020726,,,,"패션잡화,B2C,이커머스,상품/하드웨어,상품판매/브랜드/하드웨어,WEB,"
398,2025-03-06 10:25:44.345 +0900,2025-03-06 10:25:44.372 +0900,이스턴에디션,CP00021049,,,,"가구,디자인,이커머스,하드웨어,상품/하드웨어,상품판매/브랜드/하드웨어,WEB,생활용품/소품,오프라인매장,"
399,2025-03-06 10:25:44.828 +0900,2025-03-06 10:25:44.859 +0900,지엔에이컴퍼니,CP00003413,,,,"리워드,빅데이터,B2C,플랫폼/마켓플레이스,APP,콘텐츠,"
400,2025-03-06 10:25:45.436 +0900,2025-03-06 10:25:45.460 +0900,아이지넷,CP00000337,,,,"보험/인슈어테크,인공지능,B2C,거래수수료,APP,"
401,2025-03-06 10:25:46.188 +0900,2025-03-06 10:25:46.212 +0900,베라모어,CP00019542,,,,"스킨케어/클렌징,색조/메이크업,B2C,상품/하드웨어,상품판매/브랜드/하드웨어,WEB,"
402,2025-03-06 10:25:46.640 +0900,2025-03-06 10:25:46.667 +0900,애즈위메이크,CP00010296,,,,"배송,배송대행,B2C,플랫폼/마켓플레이스,용역,APP,교육/컨설팅/용역,O2O,"
1507,2025-03-06 20:54:08.123 +0900,2025-03-06 20:54:08.152 +0900,로칼,CP00018979,,,,"가공식품,신선식품,배송,B2B,O2O,"
403,2025-03-06 10:25:47.123 +0900,2025-03-06 10:25:47.153 +0900,아이브,CP00003325,,,,"스마트팩토리,제조기술,인공지능,딥러닝/머신러닝,B2B,SaaS/엔터프라이즈,용역,소프트웨어,교육/컨설팅/용역,"
404,2025-03-06 10:25:47.677 +0900,2025-03-06 10:25:47.706 +0900,와들,CP00002480,,,,"APP,WEB,이커머스,B2C,플랫폼/마켓플레이스,인공지능,비영리/기부/사회적기업,"
405,2025-03-06 10:25:48.273 +0900,2025-03-06 10:25:48.297 +0900,플랜바이테크놀로지스,CP00019913,,,,"인테리어,디자인,인공지능,SaaS/엔터프라이즈,B2B,"
406,2025-03-06 10:25:48.790 +0900,2025-03-06 10:25:48.814 +0900,다비오,CP00000333,,,,"스마트시티,설계,프롭테크,비전센싱/영상인식/센서,인공지능,지도/네비게이션/GPS,GIS/지리정보,공간정보,WEB,소프트웨어,데이터/API,3D그래픽/CG,"
407,2025-03-06 10:25:49.551 +0900,2025-03-06 10:25:49.577 +0900,데이터노우즈,CP00002022,,,,"자산관리,재테크,로보어드바이저/퀀트,프롭테크,상권분석,인공지능,빅데이터,B2B,B2C,SaaS/엔터프라이즈,APP,WEB,교육/컨설팅/용역,데이터/API,"
408,2025-03-06 10:25:50.032 +0900,2025-03-06 10:25:50.376 +0900,어니스트에이아이,CP00000045,,,,"B2B,B2C,APP,WEB,P2P,투자,대출,플랫폼/마켓플레이스,금융상품,"
409,2025-03-06 10:25:50.910 +0900,2025-03-06 10:25:50.938 +0900,컨두잇,CP00017220,,,,"마이데이터,주식/증권,플랫폼/마켓플레이스,B2C,APP,"
410,2025-03-06 10:25:51.367 +0900,2025-03-06 10:25:51.393 +0900,북아이피스,CP00003398,,,,"출판,선생님,B2C,플랫폼/마켓플레이스,구독,WEB,콘텐츠,O2O,여성창업 ,에듀테크,"
411,2025-03-06 10:25:52.228 +0900,2025-03-06 10:25:52.260 +0900,데이오프컴퍼니,CP00015186,,,,"이커머스,미디어,숙박,여행정보,레저/액티비티,인공지능,B2B,B2C,WEB,콘텐츠,O2O,"
412,2025-03-06 10:25:52.759 +0900,2025-03-06 10:25:52.784 +0900,빌리오,CP00001710,,,,"코워킹,B2B,B2C,영상/비디오,음악,댄스/무용,MCN/크리에이터,커뮤니티,플랫폼/마켓플레이스,SaaS/엔터프라이즈,APP,소프트웨어,검색/검색엔진,"
413,2025-03-06 10:25:53.188 +0900,2025-03-06 10:25:53.212 +0900,뮤직카우,CP00001811,,,,"음악,한류/K-POP/K-Contents,연예인,투자,주식/증권,재테크,B2C,플랫폼/마켓플레이스,거래수수료,APP,WEB,콘텐츠,금융상품,조각투자,"
414,2025-03-06 10:25:53.852 +0900,2025-03-06 10:25:53.877 +0900,수퍼빈,CP00001676,,,,"WEB,APP,리사이클링/업사이클링,B2C,B2B,폐기물,배터리,로봇,상품판매/브랜드/하드웨어,플랫폼/마켓플레이스,상품/하드웨어,인공지능,비전센싱/영상인식/센서,비대면/무인시스템/Untact,"
415,2025-03-06 10:25:54.416 +0900,2025-03-06 10:25:54.442 +0900,누비랩,CP00003416,,,,"스마트팜/로봇,애그테크,디지털헬스케어,제조기술,B2B,상품판매/브랜드/하드웨어,SaaS/엔터프라이즈,상품/하드웨어,소프트웨어,빅데이터,인공지능,하드웨어,오프라인매장,"
416,2025-03-06 10:25:54.891 +0900,2025-03-06 10:25:54.919 +0900,트리플,CP00000052,,,,"이커머스,숙박,항공권,여행정보,캠핑,B2C,플랫폼/마켓플레이스,APP,콘텐츠,교육/컨설팅/용역,"
417,2025-03-06 10:25:55.355 +0900,2025-03-06 10:25:55.381 +0900,왓타임,CP00011285,,,,"CRM,구인구직/채용,조직관리/조직문화,인사솔루션,협업툴/생산성,B2B,스타트업/창업자,WEB,소프트웨어,SaaS/엔터프라이즈,"
418,2025-03-06 10:25:56.023 +0900,2025-03-06 10:25:56.047 +0900,딜리셔스,CP00003175,,,,"유통,도매,배송,풀필먼트,의류,B2B,플랫폼/마켓플레이스,용역,APP,WEB,교육/컨설팅/용역,O2O,"
419,2025-03-06 10:25:56.548 +0900,2025-03-06 10:25:56.571 +0900,튜링,CP00001654,,,,"수학,에듀테크,커뮤니티,B2C,플랫폼/마켓플레이스,APP,인공지능,O2O,비대면/무인시스템/Untact,"
420,2025-03-06 10:25:57.172 +0900,2025-03-06 10:25:57.195 +0900,코나투스,CP00000405,,,,"카쉐어링/차량공유,B2B,B2C,택시,플랫폼/마켓플레이스,용역,APP,교육/컨설팅/용역,공유경제/긱이코노미,"
421,2025-03-06 10:25:58.202 +0900,2025-03-06 10:25:58.228 +0900,클래스유,CP00000419,,,,"에듀테크,취미교육,성인실무교육,B2C,플랫폼/마켓플레이스,구독,용역,콘텐츠,교육/컨설팅/용역,구독경제,"
422,2025-03-06 10:25:58.808 +0900,2025-03-06 10:25:58.835 +0900,브레인커머스,CP00001779,,,,"B2B,B2C,APP,WEB,구인구직/채용,커뮤니티,빅데이터,플랫폼/마켓플레이스,데이터/API,"
423,2025-03-06 10:26:00.967 +0900,2025-03-06 10:26:00.995 +0900,샐러드랩,CP00016496,,,,"광고,마케팅솔루션,데이터,소프트웨어,프로그래밍개발,클라우드,SaaS/엔터프라이즈,인공지능,B2B,교육/컨설팅/용역,"
424,2025-03-06 10:26:01.747 +0900,2025-03-06 10:26:01.771 +0900,한국부동산데이터연구소,CP00013545,,,,"WEB,APP,데이터,프롭테크,임대,B2C,플랫폼/마켓플레이스,"
425,2025-03-06 10:26:02.351 +0900,2025-03-06 10:26:02.376 +0900,헤렌,CP00011552,,,,"헤어/바디,미용기기,CRM,이커머스,B2C,플랫폼/마켓플레이스,SaaS/엔터프라이즈,"
426,2025-03-06 10:26:03.535 +0900,2025-03-06 10:26:03.561 +0900,팔로,CP00010666,,,,"비대면교육,APP,WEB,에듀테크,개인화교육,"
427,2025-03-06 10:26:04.202 +0900,2025-03-06 10:26:04.226 +0900,헤세드릿지,CP00001304,,,,"PT/피트니스,심리상담/정신건강,스포츠/운동,조직관리/조직문화,B2B,WEB,교육/컨설팅/용역,"
428,2025-03-06 10:26:05.094 +0900,2025-03-06 10:26:05.121 +0900,시즐,CP00012760,,,,"스마트팩토리,데이터,B2B,SaaS/엔터프라이즈,소프트웨어,데이터/API,여성창업 ,"
429,2025-03-06 10:26:05.638 +0900,2025-03-06 10:26:05.662 +0900,타이드풀,CP00014059,,,,"수산업,애그테크,인공지능,B2B,SaaS/엔터프라이즈,스마트팜/로봇,스마트팩토리,"
430,2025-03-06 10:26:06.258 +0900,2025-03-06 10:26:06.282 +0900,이마고웍스,CP00002953,,,,"디지털헬스케어,진단/검사,인공지능,3D프린팅,3D그래픽/CG,B2B,SaaS/엔터프라이즈,소프트웨어,WEB,메타버스 ,"
431,2025-03-06 10:26:07.346 +0900,2025-03-06 10:26:07.371 +0900,클로버추얼패션,CP00001961,,,,"패션테크,3D그래픽/CG,VR/AR,B2B,B2C,SaaS/엔터프라이즈,용역,소프트웨어,비대면/무인시스템/Untact,"
432,2025-03-06 10:26:07.928 +0900,2025-03-06 10:26:07.954 +0900,르몽,CP00020396,,,,"플랫폼/마켓플레이스,인공지능,외식,B2B,리뷰,맛집정보/리뷰,소상공인,WEB,"
433,2025-03-06 10:26:08.386 +0900,2025-03-06 10:26:08.417 +0900,어메스,CP00012323,,,,"지도/네비게이션/GPS,커넥티드카/ADAS,프로그래밍개발,인공지능,딥러닝/머신러닝,빅데이터,B2B,SaaS/엔터프라이즈,소프트웨어,"
434,2025-03-06 10:26:08.875 +0900,2025-03-06 10:26:08.925 +0900,큐픽스,CP00000235,,,,"APP,WEB,인테리어,B2B,플랫폼/마켓플레이스,SaaS/엔터프라이즈,데이터/API,VR/AR,3D그래픽/CG,비대면/무인시스템/Untact,"
435,2025-03-06 10:26:09.403 +0900,2025-03-06 10:26:09.429 +0900,바이오리서치에이아이,CP00012805,,,,"바이오/의료,신약,협업툴/생산성,B2B,SaaS/엔터프라이즈,소프트웨어,문서작성,"
436,2025-03-06 10:26:09.911 +0900,2025-03-06 10:26:09.936 +0900,바잉스퀘어,CP00012162,,,,"유통,명품/중고명품,의류,패션잡화,신발,B2B,인공지능,패션테크,플랫폼/마켓플레이스,WEB,데이터/API,"
437,2025-03-06 10:26:10.498 +0900,2025-03-06 10:26:10.523 +0900,쿼리파이,CP00010294,,,,"데이터,보안/암호화,클라우드,인터넷기술,빅데이터,B2B,SaaS/엔터프라이즈,용역,WEB,소프트웨어,교육/컨설팅/용역,데이터/API,"
438,2025-03-06 10:26:10.956 +0900,2025-03-06 10:26:10.982 +0900,창업인,CP00010114,,,,"스마트오더,식당예약,결제/페이먼트,플랫폼/마켓플레이스,APP,WEB,오프라인매장,블루투스/근거리통신,B2B,"
439,2025-03-06 10:26:11.467 +0900,2025-03-06 10:26:11.494 +0900,캐비지,CP00010862,,,,"정기구독,애그테크,배달,신선식품,농업,B2C,플랫폼/마켓플레이스,구독,구독경제,ESG,여성창업 ,"
440,2025-03-06 10:26:12.604 +0900,2025-03-06 10:26:12.629 +0900,스탁키퍼,CP00010217,,,,"조각투자,B2C,B2B,축산업,투자,플랫폼/마켓플레이스,투자수익,APP,금융상품,"
441,2025-03-06 10:26:13.176 +0900,2025-03-06 10:26:13.203 +0900,실비아헬스,CP00001659,,,,"디지털헬스케어,진단/검사,여성창업 ,B2C,시니어/실버,플랫폼/마켓플레이스,APP,소프트웨어,콘텐츠,O2O,"
442,2025-03-06 10:26:14.017 +0900,2025-03-06 10:26:14.043 +0900,포스타입,CP00001643,,,,"웹툰/만화,미술,커뮤니티,B2C,플랫폼/마켓플레이스,APP,WEB,콘텐츠,웹소설,출판,"
443,2025-03-06 10:26:14.602 +0900,2025-03-06 10:26:14.629 +0900,아파트멘터리,CP00000022,,,,"B2C,B2B,리모델링,인테리어,가구,이커머스,큐레이션,플랫폼/마켓플레이스,용역,WEB,교육/컨설팅/용역,"
444,2025-03-06 10:26:15.878 +0900,2025-03-06 10:26:15.903 +0900,핸디즈,CP00000519,,,,"숙박,B2B,B2C,거래수수료,용역,공간,"
445,2025-03-06 10:26:16.447 +0900,2025-03-06 10:26:16.474 +0900,알엑스씨,CP00003385,,,,"이커머스,라이브커머스,미디어,방송,영상/비디오,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,상품/하드웨어,콘텐츠,O2O,D2C,"
446,2025-03-06 10:26:17.111 +0900,2025-03-06 10:26:17.138 +0900,에이슬립,CP00003257,,,,"디지털헬스케어,IoT,프로그래밍개발,인공지능,비전센싱/영상인식/센서,B2C,SaaS/엔터프라이즈,소프트웨어,슬립테크,수면,"
447,2025-03-06 10:26:19.085 +0900,2025-03-06 10:26:19.110 +0900,아하앤컴퍼니,CP00000609,,,,"커뮤니티,암호화폐,블록체인기술,B2C,플랫폼/마켓플레이스,광고,용역,WEB,소프트웨어,콘텐츠,교육/컨설팅/용역,"
448,2025-03-06 10:26:19.607 +0900,2025-03-06 10:26:19.632 +0900,쑥쑥컴퍼니,CP00015478,,,,"이커머스,향수,생활용품/소품,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,"
449,2025-03-06 10:26:20.040 +0900,2025-03-06 10:26:20.064 +0900,잇올,CP00013087,,,,"에듀테크,교육/컨설팅/용역,인공지능,비대면교육,개인화교육,B2C,플랫폼/마켓플레이스,WEB,오프라인매장,"
450,2025-03-06 10:26:20.656 +0900,2025-03-06 10:26:20.680 +0900,핌아시아,CP00016186,,,,"데이터,이커머스,B2C,상품/하드웨어,상품판매/브랜드/하드웨어,WEB,APP,"
451,2025-03-06 10:26:21.424 +0900,2025-03-06 10:26:21.448 +0900,비나우,CP00014970,,,,"이커머스,스킨케어/클렌징,색조/메이크업,헤어/바디,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,"
452,2025-03-06 10:26:21.963 +0900,2025-03-06 10:26:21.989 +0900,오큐티,CP00021105,,,,"하드웨어,소프트웨어,B2B,제조기술,"
453,2025-03-06 10:26:22.554 +0900,2025-03-06 10:26:22.578 +0900,솔리비스,CP00014257,,,,"배터리,소부장,소재,제조기술,B2B,상품/하드웨어,기타DeepTech,"
454,2025-03-06 10:26:23.037 +0900,2025-03-06 10:26:23.062 +0900,서울로보틱스,CP00001997,,,,"자율주행,커넥티드카/ADAS,인공지능,딥러닝/머신러닝,비전센싱/영상인식/센서,B2B,SaaS/엔터프라이즈,용역,소프트웨어,교육/컨설팅/용역,"
455,2025-03-06 10:26:23.868 +0900,2025-03-06 10:26:23.893 +0900,스플랩,CP00011650,,,,"조직관리/조직문화,협업툴/생산성,클라우드,B2B,B2C,SaaS/엔터프라이즈,소프트웨어,"
456,2025-03-06 10:26:24.846 +0900,2025-03-06 10:26:24.871 +0900,호패,CP00014504,,,,"B2B,소프트웨어,프로그래밍개발,기타DeepTech,SaaS/엔터프라이즈,"
457,2025-03-06 10:26:25.680 +0900,2025-03-06 10:26:25.703 +0900,바카티오,CP00015518,,,,"큐레이션,숙박,D2C,플랫폼/마켓플레이스,렌탈/대여,APP,WEB,O2O,예약,"
458,2025-03-06 10:26:26.266 +0900,2025-03-06 10:26:26.407 +0900,피아스페이스,CP00012930,,,,"영상/비디오,B2B,B2C,에듀테크,인공지능,성인실무교육,소프트웨어,콘텐츠,SaaS/엔터프라이즈,WEB,"
459,2025-03-06 10:26:26.872 +0900,2025-03-06 10:26:26.897 +0900,레디로버스트머신,CP00012371,,,,"건축,소부장,설계,천연자원,기계장비,B2B,상품판매/브랜드/하드웨어,APP,상품/하드웨어,ESG,"
460,2025-03-06 10:26:27.374 +0900,2025-03-06 10:26:27.400 +0900,메디테라피,CP00014411,,,,"이커머스,스킨케어/클렌징,헤어/바디,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,"
461,2025-03-06 10:26:27.881 +0900,2025-03-06 10:26:27.906 +0900,스트라드비젼,CP00000167,,,,"자율주행,비전센싱/영상인식/센서,인공지능,딥러닝/머신러닝,B2B,SaaS/엔터프라이즈,소프트웨어,"
462,2025-03-06 10:26:28.443 +0900,2025-03-06 10:26:28.467 +0900,매스어답션,CP00011796,,,,"패션테크,리테일테크,빅데이터,CRM,마케팅솔루션,SaaS/엔터프라이즈,이커머스,WEB,APP,블록체인기술,ESG,클라우드,"
463,2025-03-06 10:26:28.906 +0900,2025-03-06 10:26:28.931 +0900,토스페이먼츠,CP00013261,,,,"결제/페이먼트,B2B,SaaS/엔터프라이즈,소프트웨어,데이터/API,"
464,2025-03-06 10:26:29.391 +0900,2025-03-06 10:26:29.420 +0900,에이모,CP00000893,,,,"프로그래밍개발,데이터,딥러닝/머신러닝,인공지능,B2B,SaaS/엔터프라이즈,용역,WEB,데이터/API,교육/컨설팅/용역,"
465,2025-03-06 10:26:29.855 +0900,2025-03-06 10:26:29.883 +0900,솜씨당컴퍼니,CP00001596,,,,"취미교육,선생님,B2B,B2C,플랫폼/마켓플레이스,APP,WEB,O2O,비대면/무인시스템/Untact,"
466,2025-03-06 10:26:30.477 +0900,2025-03-06 10:26:30.502 +0900,코르카,CP00012609,,,,"마케팅솔루션,애드테크,인공지능,B2B,스타트업/창업자,SaaS/엔터프라이즈,소프트웨어,"
467,2025-03-06 10:26:30.950 +0900,2025-03-06 10:26:30.973 +0900,이브로드캐스팅,CP00010719,,,,"에듀테크,성인실무교육,취미교육,영상/비디오,B2C,플랫폼/마켓플레이스,APP,콘텐츠,O2O,"
468,2025-03-06 10:26:31.609 +0900,2025-03-06 10:26:31.634 +0900,더파이러츠,CP00000312,,,,"수산업,APP,WEB,맛집정보/리뷰,이커머스,도매,리뷰,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,광고,상품/하드웨어,교육/컨설팅/용역,O2O,"
469,2025-03-06 10:26:32.787 +0900,2025-03-06 10:26:32.813 +0900,1인치,CP00013842,,,,"결제/페이먼트,맛집정보/리뷰,B2C,B2B,O2O,플랫폼/마켓플레이스,APP,"
470,2025-03-06 10:26:33.583 +0900,2025-03-06 10:26:33.609 +0900,모인,CP00000308,,,,"B2B,B2C,APP,WEB,송금,외환/환전,P2P,블록체인기술,SaaS/엔터프라이즈,거래수수료,데이터/API,"
471,2025-03-06 10:26:34.113 +0900,2025-03-06 10:26:34.135 +0900,밸류맵,CP00002019,,,,"프롭테크,APP,WEB,상권분석,부동산중개,B2C,플랫폼/마켓플레이스,용역,거래수수료,교육/컨설팅/용역,인공지능,O2O,"
472,2025-03-06 10:26:35.169 +0900,2025-03-06 10:26:35.198 +0900,피클플러스,CP00010368,,,,"OTT,B2C,플랫폼/마켓플레이스,WEB,스트리밍,방송,기타예술,콘텐츠,"
473,2025-03-06 10:26:36.211 +0900,2025-03-06 10:26:36.234 +0900,럭스로보,CP00000002,,,,"초등교육,로봇,프로그래밍개발,B2B,B2C,초등학생,상품판매/브랜드/하드웨어,용역,상품/하드웨어,교육/컨설팅/용역,에듀테크,코딩,"
474,2025-03-06 10:26:36.694 +0900,2025-03-06 10:26:36.719 +0900,옴니어스,CP00000364,,,,"인공지능,B2B,교육/컨설팅/용역,SaaS/엔터프라이즈,소프트웨어,데이터/API,이커머스,의류,패션테크,WEB,"
475,2025-03-06 10:26:37.269 +0900,2025-03-06 10:26:37.293 +0900,케이뱅크,CP00003268,,,,"결제/페이먼트,대출,송금,보험/인슈어테크,재테크,은행,B2B,B2C,SaaS/엔터프라이즈,거래수수료,APP,WEB,금융상품,O2O,비대면/무인시스템/Untact,"
1288,2025-03-06 20:49:57.596 +0900,2025-03-06 20:49:57.624 +0900,콘크리트웍스,CP00013698,,,,"의류,패션잡화,이커머스,B2C,상품/하드웨어,상품판매/브랜드/하드웨어,WEB,APP,"
476,2025-03-06 10:26:38.232 +0900,2025-03-06 10:26:38.256 +0900,비프로컴퍼니,CP00001909,,,,"APP,WEB,인공지능,영상/비디오,데이터,B2C,광고,콘텐츠,데이터/API,"
477,2025-03-06 10:26:38.698 +0900,2025-03-06 10:26:38.724 +0900,어댑트,CP00000164,,,,"이커머스,유통,의류,패션잡화,B2B,B2C,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,콘텐츠,"
478,2025-03-06 10:26:40.150 +0900,2025-03-06 10:26:40.174 +0900,프렌즈큐브,CP00002653,,,,"커뮤니티,레저/액티비티,B2C,플랫폼/마켓플레이스,WEB,O2O,오프라인매장,"
479,2025-03-06 10:26:40.720 +0900,2025-03-06 10:26:40.744 +0900,엘피스셀테라퓨틱스,CP00014743,,,,"바이오/의료,신약,암,제조기술,B2B,상품/하드웨어,상품판매/브랜드/하드웨어,"
480,2025-03-06 10:26:41.228 +0900,2025-03-06 10:26:41.253 +0900,키햐,CP00012663,,,,"유통,스마트오더,와인,맥주,전통주,기타주류,B2C,플랫폼/마켓플레이스,WEB,O2O,"
481,2025-03-06 10:26:41.691 +0900,2025-03-06 10:26:41.716 +0900,클로봇,CP00000211,,,,"로봇,인공지능,딥러닝/머신러닝,B2B,SaaS/엔터프라이즈,상품판매/브랜드/하드웨어,용역,상품/하드웨어,소프트웨어,교육/컨설팅/용역,"
482,2025-03-06 10:26:42.130 +0900,2025-03-06 10:26:42.155 +0900,토프모빌리티,CP00017505,,,,"ESG,항공권,용역,B2C,물류솔루션,드론,"
483,2025-03-06 10:26:42.695 +0900,2025-03-06 10:26:42.720 +0900,딥엑스,CP00003249,,,,"유통,소부장,반도체,부품,제조기술,인공지능,딥러닝/머신러닝,빅데이터,B2B,상품판매/브랜드/하드웨어,상품/하드웨어,공정/자재/설비,"
484,2025-03-06 10:26:44.524 +0900,2025-03-06 10:26:44.547 +0900,뉴로핏,CP00000111,,,,"바이오/의료,진단/검사,인공지능,B2B,SaaS/엔터프라이즈,소프트웨어,O2O,비대면/무인시스템/Untact,"
485,2025-03-06 10:26:45.524 +0900,2025-03-06 10:26:45.556 +0900,랜식,CP00015697,,,,"바이오/의료,다이어트,의료기기,B2C,플랫폼/마켓플레이스,APP,교육/컨설팅/용역,"
486,2025-03-06 10:26:46.210 +0900,2025-03-06 10:26:46.234 +0900,그랜터,CP00015503,,,,"정기구독,경리/경영관리,프로그래밍개발,인공지능,B2B,구독,APP,WEB,소프트웨어,"
487,2025-03-06 10:26:46.795 +0900,2025-03-06 10:26:46.821 +0900,마야크루,CP00012144,,,,"애드테크,B2B,B2C,APP,WEB,인플루언서,바이럴마케팅,이커머스,플랫폼/마켓플레이스,D2C,"
